"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HLA-C",4057.42697176409,-0.23807385891189,0.120597280710277,-1.97412294464449,0.0483677649609428,0.753115322984966
"PIGBOS1",77.5510189524869,-0.61881878173562,0.313608698403489,-1.97321944475994,0.048470566028287,0.753115322984966
"ZNF652-AS1",27.6671345882175,-1.05033537430099,0.532173031242369,-1.97367268282828,0.0484189732599891,0.753115322984966
"RPL4P6",22.895262650845,1.06692568574537,0.54067011116588,1.97333949798833,0.0484568956964206,0.753115322984966
"H3C10",9190.78009671167,-0.356540521858945,0.180751941615558,-1.97254048101609,0.0485479398698105,0.753777956233267
"TBCE",174.584088233528,0.485226147664778,0.246165970025882,1.9711341401647,0.0487085346284628,0.753952574638119
"TMEM115",650.000545043226,-0.274135232029411,0.139089881397054,-1.97092145938962,0.0487328601408496,0.753952574638119
"ANKRD11",12318.1460837394,-0.141124653816782,0.0716002683468951,-1.97100733104866,0.0487230372823501,0.753952574638119
"ST6GALNAC1",36.9152170981746,0.852799605988246,0.432586448738308,1.97139695077259,0.0486784895646718,0.753952574638119
"CCNQ",378.093226326233,-0.340333317019988,0.172645205197855,-1.97128739619475,0.0486910121835481,0.753952574638119
"ENSG00000287630",15.2590349218772,1.51715404899099,0.770443040468994,1.96919690269049,0.0489304844355036,0.754352616687874
"ATP2B1",796.029179827725,0.292199524858238,0.14838107883328,1.96925057531461,0.0489243237339534,0.754352616687874
"AP5M1",1037.22917340025,0.261646191487872,0.1328572447812,1.96937842508154,0.048909651384576,0.754352616687874
"ENSG00000279366",33.7948642169013,-0.892410983879883,0.452928622532319,-1.97031262650266,0.0488025522257177,0.754352616687874
"OR13H1",11.4530720975381,1.856553961846,0.942805860165687,1.96917948889258,0.0489324833823149,0.754352616687874
"RND1",86.596088549892,-0.720974526861634,0.366307509838755,-1.96822207434131,0.0490424914657655,0.754633005322019
"ENSG00000264937",12.3088613140674,1.65337458704709,0.840080875458328,1.96811358923633,0.0490549696171274,0.754633005322019
"ENSG00000277170",20.5170806319803,1.22946750680211,0.62463350545916,1.96830220610459,0.0490332762773024,0.754633005322019
"TIPARP-AS1",26.1063067416873,1.03673556404545,0.526977532925787,1.96732403047523,0.0491458663741118,0.755375243144212
"ENSG00000238832",10.0935358902568,-1.76204188965628,0.895760621790881,-1.96709014304899,0.0491728194306999,0.755375243144212
"ENSG00000260060",48.7457514861569,0.699882032913608,0.355854220814013,1.96676614179996,0.0492101776471244,0.755414509199775
"KANSL3",2692.10825852031,0.137410481508128,0.0700168228132588,1.9625352306347,0.0497002030710469,0.75548934721763
"NDUFA10",2537.3605405986,0.146263219892746,0.074483372138136,1.96370298086784,0.0495645467282099,0.75548934721763
"H2AC4",3280.90299730789,-0.367943622897196,0.187480986919641,-1.96256499895056,0.0496967410526432,0.75548934721763
"SNX14",482.316119222409,0.293447944740135,0.149496757214439,1.96290508374849,0.0496572039621161,0.75548934721763
"SNORA22B",11.2039423847555,2.0937675539094,1.06600062055579,1.96413352256563,0.0495146095690655,0.75548934721763
"CSTF2T",1235.31336504356,0.197064102749646,0.100413962775163,1.9625169379172,0.0497023305918537,0.75548934721763
"AHNAK",41382.7660166422,-0.142564215378884,0.0725851933826898,-1.96409499975077,0.0495190759877198,0.75548934721763
"ENSG00000287351",174.910558750161,0.453720075590724,0.230942029320135,1.96464921056778,0.0494548521175773,0.75548934721763
"ENSG00000265908",16.4758678073966,1.64249861861199,0.836765894287505,1.96291296027374,0.0496562885770064,0.75548934721763
"THOP1",3077.15865912243,-0.256023817362318,0.130238439163011,-1.96580839733399,0.0493207474419658,0.75548934721763
"MAP2K7",1465.55917366877,-0.203251705492827,0.103428944334065,-1.96513371379238,0.0493987634643064,0.75548934721763
"ENSG00000267277",19.4724951116082,1.24396007161715,0.632938210711831,1.96537363452608,0.0493710087351741,0.75548934721763
"SPRED3",69.9178433024942,-0.618828211820856,0.314841238353756,-1.96552464047146,0.0493535466371758,0.75548934721763
"HTATSF1",1977.3405812613,-0.188613265933571,0.0960086520048708,-1.96454446547174,0.0494669849842305,0.75548934721763
"TRGV5",14.4081476685423,1.52583907085953,0.777922632887667,1.96142779031326,0.0498291408151313,0.755686709329701
"RBP5",97.3026234794347,0.468737712849675,0.239004390095257,1.96120963578474,0.0498545732866549,0.755686709329701
"SERPINE3",19.64355403827,1.15544235244133,0.588949051779092,1.96187148778146,0.0497774480945849,0.755686709329701
"ACSS1",2205.64688014497,-0.183465962380198,0.0935224972480498,-1.96173078969001,0.0497938351741857,0.755686709329701
"ACVR2A",58.9202389025602,0.59212072053411,0.302028445167658,1.96047998129918,0.0499397155584862,0.756237102618103
"PRSS2",17.4003789340867,-1.37228537967894,0.700037927619422,-1.96030147158682,0.0499605641368451,0.756237102618103
"EMB",1609.26472780759,0.215120233993818,0.109831780869484,1.9586337605638,0.0501556928927783,0.75718776033838
"IARS1",9119.45855827906,0.143226210248616,0.073106933803029,1.95913305069678,0.0500972070960376,0.75718776033838
